library,member,symbol,kind,category,scope,note
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli.c.o,usr_cli_register_init,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_adapt.c.o,aos_cli_resume,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_adapt.c.o,aos_cli_suspend,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_adapt.c.o,cli_free,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_adapt.c.o,cli_getchar,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_adapt.c.o,cli_malloc,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_adapt.c.o,cli_putchar,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_adapt.c.o,cli_putstr,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_adapt.c.o,cli_task,b,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_adapt.c.o,cli_task_create,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_adapt.c.o,cli_task_exit,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_aos.c.o,aos_cli_get_command,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_aos.c.o,aos_cli_get_commands_num,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_aos.c.o,aos_cli_init,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_aos.c.o,aos_cli_printf,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_aos.c.o,aos_cli_register_command,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_aos.c.o,aos_cli_register_commands,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_aos.c.o,aos_cli_unregister_command,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_aos.c.o,aos_cli_unregister_commands,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,__clisym_ccs,D,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,__clisym_ccs_desc,R,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,__clisym_ccs_name,R,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,__func__.0,r,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,__func__.1,r,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,check_console_task_exit,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_add_task_list_node,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_check_invalid,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_check_task_list_node,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_create,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_current_task_destory,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_deinit,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_destory,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_get_all_tag,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_get_name,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_get_tag,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_get_tag_len,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_init,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_read,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_remove_task_list_node,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_set_exit_flag,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_set_tag,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_set_tag_len,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_show,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_show_cmd,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_show_cmd_stub,t,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_task_check_exit_flag,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_task_create,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_task_destory,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_console_write,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_task_clear_console,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_task_get_console_name,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,cli_task_set_console,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,console_sem,b,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,create_default_console_task,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,default_console,d,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,gCliConsolelist,d,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,g_cli_key,d,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,get_alive_console_num,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,get_clitask_console,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,get_current_console,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,get_default_console,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,get_global_console,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,global_console,b,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,mul_console_init_flag,b,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,set_default_console,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_console.c.o,set_global_console,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_free.c.o,cli_reg_cmd_free,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_free.c.o,cmd_free_func,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_free.c.o,cmd_info.0,d,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_ps.c.o,cli_reg_cmd_ps,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_ps.c.o,cmd_info.0,d,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_ps.c.o,cmd_ps_func,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_sysinfo.c.o,cli_reg_cmd_sysinfo,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_sysinfo.c.o,cmd_get_sysinfo_func,t,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cli_sysinfo.c.o,cmd_info.0,d,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clint.c.o,clint_ipi_clear,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clint.c.o,clint_ipi_send,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clint.c.o,ipi_irq,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clint.c.o,rt_hw_clint_ipi_enable,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clint.c.o,rt_hw_scondary_interrupt_init,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clint.c.o,rt_hw_tick_init,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clint.c.o,power_off_hook_for_ipi_irq,W,HardwareVerify,hardware-measured-runtime,Static ABI is documented; timing/state semantics require board verification.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clk.c.o,csi_clk_disable,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clk.c.o,csi_clk_enable,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clk.c.o,rvm_hal_clk_disable,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clk.c.o,rvm_hal_clk_enable,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clk.c.o,rvm_hal_clk_get_freq,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clk.c.o,rvm_hal_clk_set_freq,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clock.c.o,__rtmsym_rt_tick_from_millisecond,D,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clock.c.o,__rtmsym_rt_tick_from_millisecond_name,R,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clock.c.o,__rtmsym_rt_tick_get,D,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clock.c.o,__rtmsym_rt_tick_get_name,R,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clock.c.o,rt_tick_from_millisecond,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clock.c.o,rt_tick_get,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clock.c.o,rt_tick_get_millisecond,W,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clock.c.o,rt_tick_hook,b,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clock.c.o,rt_tick_increase,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clock.c.o,rt_tick_set,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,clock.c.o,rt_tick_sethook,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,clear,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,get_list_thread,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,list_device,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,list_event,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,list_mailbox,T,Dependency,unclassified-dependency,Named dependency/support symbol outside the compiler-facing ABI surface.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,list_memheap,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,list_mempool,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,list_msgqueue,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,list_mutex,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,list_sem,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,list_thread,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,list_timer,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,cmd.c.o,version,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,__rtmsym_rt_completion_done,D,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,__rtmsym_rt_completion_done_name,R,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,__rtmsym_rt_completion_init,D,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,__rtmsym_rt_completion_init_name,R,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,__rtmsym_rt_completion_wait,D,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,__rtmsym_rt_completion_wait_name,R,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,__rtmsym_rt_completion_wakeup,D,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,__rtmsym_rt_completion_wakeup_name,R,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,_completion_lock,b,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,rt_completion_done,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,rt_completion_init,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,rt_completion_wait,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,completion.c.o,rt_completion_wakeup,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,components.c.o,__rt_init_rti_board_end,D,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,components.c.o,__rt_init_rti_board_start,D,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,components.c.o,__rt_init_rti_end,D,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,components.c.o,__rt_init_rti_start,D,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
third_party/tx8_deps/tx8-yoc-rt-thread-smp/lib/libkcorert.a,components.c.o,rt_components_board_init,T,Dependency,rtos-board-dependency,RTThread/POSIX/board support dependency; not modeled as TX8 compiler ABI.
